label,split,covariance_mode,hartlap_scale,f_sat_target,alpha_s,f_sat_actual,chi2,source_chi2_total,source_chi2_wp,source_chi2_xi0,source_chi2_xi2
sham_extended,joint,full,0.23157894736842105,0.08,0.5,0.08000000940576273,2921.676229308628,2625.8640014913894,2018.7850391218212,123.10133822495581,483.97762414461226
sham_extended,joint,full,0.23157894736842105,0.08,0.9,0.08000000940576273,3024.5946984480565,2986.1237175118395,2018.7144222312152,132.66592255145224,834.7433727291718
sham_extended,joint,full,0.23157894736842105,0.08,1.1,0.08000000940576273,3252.040675480712,2877.7834439075477,2019.0217639847506,133.72802036746916,725.033659555328
sham_extended,joint,full,0.23157894736842105,0.08,1.3,0.08000000940576273,3487.5815679844823,2742.542445087357,2018.8994556442565,133.69546985760675,589.947519585494
sham_extended,joint,full,0.23157894736842105,0.1,0.7,0.09999995297118638,3958.791582820162,4799.116576079429,2949.809163111666,188.3951371746908,1660.912275793073
sham_extended,joint,full,0.23157894736842105,0.1,0.5,0.09999995297118638,4022.846165044713,4102.028338410402,2949.7849457944517,178.26150488240472,973.9818877335454
sham_extended,joint,full,0.23157894736842105,0.1,0.9,0.09999995297118638,4144.757857504385,4896.2057729592125,2949.903402885972,192.6803358301012,1753.6220342431395
sham_extended,joint,full,0.23157894736842105,0.1,1.1,0.09999995297118638,4399.774117037014,4724.414326112193,2950.3414998585004,194.16460773381812,1579.9082185198743
sham_extended,joint,full,0.23157894736842105,0.1,1.3,0.09999995297118638,4671.770696117913,4480.153619771357,2950.2673671986695,194.0079491207778,1335.8783034519095
sham_extended,joint,full,0.23157894736842105,0.12,0.7,0.11999989653661006,5306.481222037126,7052.810442117338,4034.3839674847295,258.1966395147983,2760.2298351178106
sham_extended,joint,full,0.23157894736842105,0.12,0.5,0.11999989653661006,5362.521765242146,5864.650004365589,4034.5250182027066,243.8265718563117,1586.2984143065705
sham_extended,joint,full,0.23157894736842105,0.12,0.9,0.11999989653661006,5521.035193658613,7279.632350185782,4034.408293754021,264.2731996799222,2980.9508567518396
sham_extended,joint,full,0.23157894736842105,0.12,1.1,0.11999989653661006,5803.659422844291,7049.866824477835,4034.9163507640387,266.29004954799547,2748.6604241658006
sham_extended,joint,full,0.23157894736842105,0.12,1.3,0.11999989653661006,6106.541537494361,6681.826017553898,4034.849837954686,266.00382827483617,2380.9723513243757
sham_extended,joint,full,0.23157894736842105,0.15,0.5,0.15000004702881362,7792.710779454802,8994.243350851024,5884.818412354848,352.32167963414486,2757.1032588620305
sham_extended,joint,full,0.23157894736842105,0.15,0.7,0.15000004702881362,7808.798006658345,11156.642564545917,5884.734132552119,374.54407579945644,4897.36435619434
sham_extended,joint,full,0.23157894736842105,0.15,0.9,0.15000004702881362,8086.460725403754,11671.8415452386,5884.793465910923,383.9243776717784,5403.123701655899
